record,species,count,lat
36532,Buller's shearwater,2,NA
36533,Black-winged petrel,3,NA
36534,White-tailed tropicbird,1,NA
36535,Black-winged petrel,1,NA
36536,Grey-faced petrel,3,NA
36537,Black-winged petrel,3,NA
36538,Black-browed albatross sensu lato SUBAD,1,NA
36539,Buller's shearwater,1,NA
36540,Black-winged petrel,2,NA
36541,Black-winged petrel,1,NA
36542,Grey-faced petrel,3,NA
36543,Black-winged petrel,3,NA
36544,Buller's shearwater,1,NA
36545,[NO BIRDS RECORDED],NA,NA
36546,Grey-faced petrel,2,NA
36547,Buller's shearwater,1,NA
36548,Grey-faced petrel,2,NA
36549,[NO BIRDS RECORDED],NA,NA
36550,[NO BIRDS RECORDED],NA,NA
36551,Grey-faced petrel,1,NA
36552,Flesh-footed shearwater,3,NA
36553,Buller's shearwater,12,NA
36554,Black petrel,3,NA
36555,Flesh-footed shearwater,3,NA
36556,Buller's shearwater,1,NA
36557,Australasian gannet AD,1,NA
36558,Flesh-footed shearwater,1,NA
36559,Australasian gannet AD,5,NA
36560,Flesh-footed shearwater,2,NA
36561,Buller's shearwater,2,NA
36562,Australasian gannet AD,6,NA
36563,Grey-faced petrel,1,NA
36564,Black petrel,3,NA
36565,Flesh-footed shearwater,6,NA
36566,Shearwater (unidentified),1,NA
36567,Australasian gannet AD,4,NA
36568,Black petrel,4,NA
36569,Flesh-footed shearwater,6,NA
36570,Black petrel,3,NA
36571,Buller's shearwater,2,NA
36572,Diving-petrel (unidentified),3,NA
36573,Australasian gannet AD,1,NA
36574,Black petrel,3,NA
36575,Flesh-footed shearwater,3,NA
36576,Black petrel,5,NA
36577,Flesh-footed shearwater,1,NA
36578,Buller's shearwater,1,NA
36579,Black petrel,6,NA
36580,Flesh-footed shearwater,50,NA
36581,Australasian gannet AD,30,NA
36582,Black petrel,4,NA
36583,Flesh-footed shearwater,3,NA
36584,Buller's shearwater,8,NA
36585,Black petrel,6,NA
36586,Buller's shearwater,30,NA
36587,Fluttering shearwater,200,NA
36588,Diving-petrel (unidentified),1,NA
36589,Australasian gannet AD,2,NA
36590,White-fronted tern,6,NA
36591,Fluttering shearwater,5000,NA
36592,Flesh-footed shearwater,2,NA
36593,Australasian gannet AD,2,NA
36594,Grey-faced petrel,1,NA
36595,Buller's shearwater,1,NA
36596,Fluttering shearwater,1,NA
36597,White-fronted tern,1,NA
36598,Fluttering shearwater,3,NA
36599,White-fronted tern,8,NA
36600,Buller's shearwater,1,NA
36601,Fluttering shearwater,2,NA
36602,Shearwater (unidentified),1,NA
36603,Sooty shearwater,1,NA
36604,Fluttering shearwater,12,NA
36605,Diving-petrel (unidentified),2,NA
36606,Black petrel,1,NA
36607,Fluttering shearwater,6,NA
36608,Flesh-footed shearwater,1,NA
36609,Short-tailed / Sooty shearwater,1,NA
36610,Flesh-footed shearwater,2,NA
36611,Sooty shearwater,4,NA
36612,Little shearwater,1,NA
36613,Diving-petrel (unidentified),1,NA
36614,Flesh-footed shearwater,3,NA
36615,Buller's shearwater,2,NA
36616,Sooty shearwater,1,NA
36617,Grey-faced petrel,3,NA
36618,Flesh-footed shearwater,2,NA
36619,Grey-faced petrel,1,NA
36620,Flesh-footed shearwater,1,NA
36621,Australasian gannet AD,1,NA
36622,Northern royal albatross,1,NA
36623,Grey-faced petrel,2,NA
36624,Flesh-footed shearwater,4,NA
36625,Buller's shearwater,1,NA
36626,Cook's petrel,1,NA
36627,[NO BIRDS RECORDED],NA,NA
36628,Grey-faced petrel,3,NA
36629,Flesh-footed shearwater,1,NA
36630,Grey-faced petrel,4,NA
36631,Grey-faced petrel,8,NA
36632,Grey-faced petrel,8,NA
36633,Australasian gannet AD,2,NA
36634,Grey-faced petrel,10,NA
36635,Wandering albatross sensu lato PL3,1,NA
36636,Grey-faced petrel,13,NA
36637,Grey-faced petrel,3,NA
36638,Black-winged petrel,1,NA
36639,Grey-faced petrel,2,NA
36640,Shy / white-capped / Salvin's /  Chatham mollymawk,2,NA
36641,Buller's shearwater,2,NA
36642,Northern royal albatross,1,NA
36643,Black-browed albatross sensu lato SUBAD,1,NA
36644,Shy / white-capped / Salvin's /  Chatham mollymawk,5,NA
36645,Grey-faced petrel,1,NA
36646,Westland / White-chinned petrel,1,NA
36647,Buller's shearwater,2,NA
36648,Cook's petrel,1,NA
36649,Shy / white-capped / Salvin's /  Chatham mollymawk,3,NA
36650,Short-tailed / Sooty shearwater,1,NA
36651,Pomarine skua,1,NA
36652,Shy / white-capped / Salvin's /  Chatham mollymawk,2,NA
36653,Buller's shearwater,3,NA
36654,Northern royal albatross,1,NA
36655,Shy / white-capped / Salvin's /  Chatham mollymawk,4,NA
36656,Flesh-footed shearwater,1,NA
36657,Buller's shearwater,3,NA
36658,Wandering albatross sensu lato PL1,1,NA
36659,Wandering albatross sensu lato PL2,1,NA
36660,Giant petrel sensu lato,1,NA
36661,Grey-faced petrel,1,NA
36662,Australasian gannet AD,1,NA
36663,Wandering albatross sensu lato PL1,1,NA
36664,Black-browed albatross sensu lato SUBAD,1,NA
36665,Giant petrel sensu lato,1,NA
36666,Buller's shearwater,3,NA
36667,Wandering albatross sensu lato PL1,2,NA
36668,Giant petrel sensu lato,1,NA
36669,Buller's shearwater,1,NA
36670,Wandering albatross sensu lato PL1,1,NA
36671,Wandering albatross sensu lato PL4,1,NA
36672,Giant petrel sensu lato,1,NA
36673,Grey-faced petrel,1,NA
36674,Flesh-footed shearwater,1,NA
36675,Wandering albatross sensu lato PL1,1,NA
36676,Wandering albatross sensu lato PL3,1,NA
36677,Wandering albatross sensu lato PL4,1,NA
36678,Giant petrel sensu lato,2,NA
36679,Grey-faced petrel,1,NA
36680,Buller's shearwater,1,NA
36681,Pomarine skua,1,NA
36682,Wandering albatross sensu lato PL1,2,NA
36683,Wandering albatross sensu lato PL2,1,NA
36684,Wandering albatross sensu lato PL3,1,NA
36685,Shy / white-capped / Salvin's /  Chatham mollymawk,1,NA
36686,Giant petrel sensu lato,1,NA
36687,Grey-faced petrel,2,NA
36688,Buller's shearwater,1,NA
36689,Wandering albatross sensu lato PL1,2,NA
36690,Wandering albatross sensu lato PL2,2,NA
36691,Wandering albatross sensu lato PL3,1,NA
36692,Shy / white-capped / Salvin's /  Chatham mollymawk,1,NA
36693,Giant petrel sensu lato,3,NA
36694,Grey-faced petrel,2,NA
36695,Wandering albatross sensu lato PL1,2,NA
36696,Wandering albatross sensu lato PL2,1,NA
36697,Wandering albatross sensu lato PL3,1,NA
36698,Giant petrel sensu lato,3,NA
36699,Grey-faced petrel,1,NA
36700,Buller's shearwater,4,NA
36701,Diving-petrel (unidentified),1,NA
36702,Wandering albatross sensu lato PL1,1,NA
36703,Wandering albatross sensu lato PL2,1,NA
36704,Northern royal albatross,1,NA
36705,Giant petrel sensu lato,3,NA
36706,Wandering albatross sensu lato PL1,2,NA
36707,Wandering albatross sensu lato PL2,2,NA
36708,Wandering albatross sensu lato PL3,1,NA
36709,Black-browed albatross sensu lato SUBAD,1,NA
36710,Shy / white-capped / Salvin's /  Chatham mollymawk,4,NA
36711,Giant petrel sensu lato,4,NA
36712,Grey-faced petrel,1,NA
36713,Wandering albatross sensu lato PL1,2,NA
36714,Wandering albatross sensu lato PL2,1,NA
36715,Wandering albatross sensu lato PL3,1,NA
36716,Black-browed albatross sensu lato AD,1,NA
36717,Black-browed albatross sensu lato SUBAD,1,NA
36718,Giant petrel sensu lato,4,NA
36719,Grey-faced petrel,1,NA
36720,Prion (unidentified),15,NA
36721,Wandering albatross sensu lato PL1,1,NA
36722,Wandering albatross sensu lato PL2,2,NA
36723,Wandering albatross sensu lato PL3,1,NA
36724,Wandering albatross sensu lato PL4,1,NA
36725,Northern royal albatross,1,NA
36726,Black-browed albatross sensu lato SUBAD,2,NA
36727,Shy / white-capped / Salvin's /  Chatham mollymawk,2,NA
36728,Grey-faced petrel,3,NA
36729,Prion (unidentified),100,NA
36730,Westland petrel,1,NA
36731,Sooty shearwater,1,NA
36732,Wandering albatross sensu lato PL1,1,NA
36733,Wandering albatross sensu lato PL2,2,NA
36734,Wandering albatross sensu lato PL3,1,NA
36735,Black-browed albatross sensu lato SUBAD,3,NA
36736,Salvin's mollymawk,1,NA
36737,Shy / white-capped / Salvin's /  Chatham mollymawk,8,NA
36738,Giant petrel sensu lato,3,NA
36739,Grey-faced petrel,4,NA
36740,Prion (unidentified),100,NA
36741,Westland petrel,2,NA
36742,Wandering albatross sensu lato PL1,1,NA
36743,Wandering albatross sensu lato PL2,4,NA
36744,Wandering albatross sensu lato PL3,1,NA
36745,Wandering albatross sensu lato PL4,1,NA
36746,Northern royal albatross,1,NA
36747,Black-browed albatross sensu lato SUBAD,2,NA
36748,Shy / white-capped / Salvin's /  Chatham mollymawk,6,NA
36749,Giant petrel sensu lato,4,NA
36750,Grey-faced petrel,4,NA
36751,Prion (unidentified),50,NA
36752,Wandering albatross sensu lato PL2,1,NA
36753,Black-browed albatross sensu lato SUBAD,1,NA
36754,Shy / white-capped / Salvin's /  Chatham mollymawk,14,NA
36755,Giant petrel sensu lato,4,NA
36756,Prion (unidentified),50,NA
36757,Wandering albatross sensu lato PL1,1,NA
36758,Wandering albatross sensu lato PL2,3,NA
36759,Wandering albatross sensu lato PL3,1,NA
36760,Black-browed albatross sensu lato AD,1,NA
36761,Shy / white-capped / Salvin's /  Chatham mollymawk,12,NA
36762,Giant petrel sensu lato,4,NA
36763,Grey-faced petrel,3,NA
36764,Prion (unidentified),50,NA
36765,Westland petrel,1,NA
36766,Westland / White-chinned petrel,5,NA
36767,Hutton's shearwater,40,NA
36768,Southern black-backed gull AD,30,NA
36769,Southern black-backed gull IMM,20,NA
36770,White-fronted tern,200,NA
36771,Hutton's shearwater,6,NA
36772,Southern black-backed gull AD,3,NA
36773,Hutton's shearwater,20,NA
36774,Southern black-backed gull AD,2,NA
36775,Spotted shag,1,NA
36776,Shy / white-capped / Salvin's /  Chatham mollymawk,1,NA
36777,Cape petrel,1,NA
36778,Buller's shearwater,400,NA
36779,Sooty shearwater,6,NA
36780,Hutton's shearwater,9,NA
36781,Southern black-backed gull AD,1,NA
36782,Shy / white-capped / Salvin's /  Chatham mollymawk,1,NA
36783,Giant petrel sensu lato,1,NA
36784,Cape petrel,1,NA
36785,Buller's shearwater,120,NA
36786,Sooty shearwater,20,NA
36787,Hutton's shearwater,50,NA
36788,Giant petrel sensu lato,1,NA
36789,Cape petrel,3,NA
36790,Prion (unidentified),3,NA
36791,Buller's shearwater,50,NA
36792,Sooty shearwater,6,NA
36793,Giant petrel sensu lato,1,NA
36794,Cape petrel,1,NA
36795,Prion (unidentified),2,NA
36796,Buller's shearwater,600,NA
36797,Sooty shearwater,16,NA
36798,Giant petrel sensu lato,2,NA
36799,Cape petrel,25,NA
36800,Buller's shearwater,50,NA
36801,Sooty shearwater,11,NA
36802,Subantarctic skua,2,NA
36803,Buller's mollymawk,1,NA
36804,Salvin's mollymawk,1,NA
36805,Shy / white-capped / Salvin's /  Chatham mollymawk,3,NA
36806,Giant petrel sensu lato,1,NA
36807,Cape petrel,3,NA
36808,Prion (unidentified),12,NA
36809,Buller's shearwater,50,NA
36810,Wandering albatross sensu lato PL3,1,NA
36811,Shy / white-capped / Salvin's /  Chatham mollymawk,1,NA
36812,Giant petrel sensu lato,1,NA
36813,Grey-faced petrel,6,NA
36814,Prion (unidentified),12,NA
36815,Westland petrel,1,NA
36816,Westland / White-chinned petrel,4,NA
36817,Sooty shearwater,3,NA
36818,Grey-faced petrel,3,NA
36819,Sooty shearwater,3,NA
36820,Wandering albatross sensu lato PL1,3,NA
36821,Wandering albatross sensu lato PL2,2,NA
36822,Wandering albatross sensu lato PL3,1,NA
36823,Buller's mollymawk,2,NA
36824,Shy / white-capped / Salvin's /  Chatham mollymawk,3,NA
36825,Giant petrel sensu lato,1,NA
36826,Prion (unidentified),4,NA
36827,Wandering albatross sensu lato PL1,2,NA
36828,Wandering albatross sensu lato PL2,2,NA
36829,Wandering albatross sensu lato PL3,1,NA
36830,Buller's mollymawk,1,NA
36831,Shy / white-capped / Salvin's /  Chatham mollymawk,2,NA
36832,Giant petrel sensu lato,4,NA
36833,Grey-faced petrel,1,NA
36834,Diving-petrel (unidentified),1,NA
36835,Wandering albatross sensu lato PL1,4,NA
36836,Wandering albatross sensu lato PL2,2,NA
36837,Wandering albatross sensu lato PL3,1,NA
36838,Buller's mollymawk,2,NA
36839,Shy / white-capped / Salvin's /  Chatham mollymawk,2,NA
36840,Giant petrel sensu lato,4,NA
36841,Sooty shearwater,2,NA
36842,Wandering albatross sensu lato PL1,1,NA
36843,Wandering albatross sensu lato PL2,2,NA
36844,Wandering albatross sensu lato PL3,1,NA
36845,Black-browed albatross sensu lato SUBAD,1,NA
36846,Buller's mollymawk,1,NA
36847,Buller's mollymawk,1,NA
36848,Shy / white-capped / Salvin's /  Chatham mollymawk,2,NA
36849,Grey-faced petrel,1,NA
36850,Prion (unidentified),100,NA
36851,Wandering albatross sensu lato PL2,NA,NA
36852,Grey-faced petrel,1,NA
36853,Diving-petrel (unidentified),15,NA
36854,Australasian gannet AD,8,NA
36855,Wandering albatross sensu lato PL2,1,NA
36856,Black-browed albatross sensu lato SUBAD,1,NA
36857,Prion (unidentified),1,NA
36858,Diving-petrel (unidentified),1,NA
36859,Australasian gannet AD,4,NA
36860,Wandering albatross sensu lato PL1,1,NA
36861,Wandering albatross sensu lato PL2,1,NA
36862,Grey-faced petrel,1,NA
36863,Diving-petrel (unidentified),6,NA
36864,Australasian gannet AD,20,NA
36865,Black-browed albatross sensu lato AD,2,NA
36866,Buller's shearwater,3,NA
36867,Australasian gannet AD,12,NA
36868,Wandering albatross sensu lato PL1,2,NA
36869,Wandering albatross sensu lato PL2,2,NA
36870,Black-browed albatross sensu lato AD,1,NA
36871,Giant petrel sensu lato,1,NA
36872,Prion (unidentified),6,NA
36873,Australasian gannet AD,7,NA
36874,Wandering albatross sensu lato PL1,2,NA
36875,Wandering albatross sensu lato PL2,1,NA
36876,Northern royal albatross,1,NA
36877,Black-browed albatross sensu lato AD,2,NA
36878,Salvin's mollymawk,1,NA
36879,Giant petrel sensu lato,4,NA
36880,Australasian gannet AD,3,NA
36881,Wandering albatross sensu lato PL1,2,NA
36882,Wandering albatross sensu lato PL2,2,NA
36883,Wandering albatross sensu lato PL3,1,NA
36884,Northern royal albatross,1,NA
36885,Black-browed albatross sensu lato AD,1,NA
36886,Giant petrel sensu lato,5,NA
36887,Prion (unidentified),20,NA
36888,Black petrel,1,NA
36889,Buller's shearwater,4,NA
36890,Australasian gannet AD,6,NA
36891,Wandering albatross sensu lato PL1,2,NA
36892,Wandering albatross sensu lato PL2,3,NA
36893,Wandering albatross sensu lato PL3,2,NA
36894,Giant petrel sensu lato,5,NA
36895,Black petrel,1,NA
36896,Buller's shearwater,4,NA
36897,Australasian gannet AD,250,NA
36898,Wandering albatross sensu lato PL1,2,NA
36899,Wandering albatross sensu lato PL2,2,NA
36900,Wandering albatross sensu lato PL3,1,NA
36901,Giant petrel sensu lato,5,NA
36902,Grey-faced petrel,2,NA
36903,Flesh-footed shearwater,4,NA
36904,Buller's shearwater,1,NA
36905,Australasian gannet AD,7,NA
36906,Grey-faced petrel,2,NA
36907,Flesh-footed shearwater,30,NA
36908,Buller's shearwater,2,NA
36909,Australasian gannet AD,10,NA
36910,Australasian gannet JUV,1,NA
36911,Flesh-footed shearwater,10,NA
36912,Australasian gannet AD,18,NA
36913,Giant petrel sensu lato,1,NA
36914,Flesh-footed shearwater,2,NA
36915,Buller's shearwater,2,NA
36916,Southern black-backed gull AD,1,NA
36917,Grey-faced petrel,2,NA
36918,Flesh-footed shearwater,6,NA
36919,Buller's shearwater,1,NA
36920,Sooty shearwater,35,NA
36921,Australasian gannet AD,1,NA
36922,Southern black-backed gull AD,2,NA
36923,Giant petrel sensu lato,4,NA
36924,Flesh-footed shearwater,2,NA
36925,Australasian gannet AD,3,NA
36926,Southern black-backed gull AD,4,NA
36927,Southern black-backed gull IMM,1,NA
36928,Giant petrel sensu lato,5,NA
36929,Flesh-footed shearwater,10,NA
36930,Buller's shearwater,6,NA
36931,Australasian gannet AD,7,NA
36932,Grey-faced petrel,3,NA
36933,Buller's shearwater,2,NA
36934,Diving-petrel (unidentified),40,NA
36935,Australasian gannet AD,4,NA
36936,Giant petrel sensu lato,1,NA
36937,Grey-faced petrel,20,NA
36938,Flesh-footed shearwater,4,NA
36939,Buller's shearwater,100,NA
36940,Diving-petrel (unidentified),12,NA
36941,Grey-faced petrel,20,NA
36942,Flesh-footed shearwater,2,NA
36943,Buller's shearwater,30,NA
36944,Diving-petrel (unidentified),15,NA
36945,Australasian gannet AD,1,NA
36946,Cook's petrel,1,NA
36947,Buller's mollymawk,3,NA
36948,Cape petrel,1,NA
36949,Southern black-backed gull AD,4,NA
36950,Red-billed gull,6,NA
36951,White-fronted tern,30,NA
36952,Pied shag,1,NA
36953,Spotted shag,1,NA
36954,Little penguin,1,NA
36955,Buller's mollymawk,16,NA
36956,Cape petrel,1,NA
36957,Sooty shearwater,1,NA
36958,Southern black-backed gull AD,141,NA
36959,Southern black-backed gull IMM,2,NA
36960,Southern black-backed gull SUBAD,130,NA
36961,Red-billed gull,20,NA
36962,White-fronted tern,320,NA
36963,Spotted shag,180,NA
36964,Northern royal albatross,2,NA
36965,Buller's mollymawk,10,NA
36966,Shy / white-capped / Salvin's /  Chatham mollymawk,4,NA
36967,Cape petrel,5,NA
36968,Southern black-backed gull AD,3,NA
36969,White-fronted tern,2,NA
36970,Northern royal albatross,1,NA
36971,Buller's mollymawk,2,NA
36972,Salvin's mollymawk,2,NA
36973,Shy / white-capped / Salvin's /  Chatham mollymawk,3,NA
36974,Cape petrel,4,NA
36975,Fluttering shearwater,1,NA
36976,Southern black-backed gull AD,3,NA
36977,Southern black-backed gull SUBAD,2,NA
36978,White-fronted tern,2,NA
36979,Buller's mollymawk,1,NA
36980,Shy / white-capped / Salvin's /  Chatham mollymawk,2,NA
36981,Cape petrel,6,NA
36982,Southern black-backed gull AD,2,NA
36983,Buller's mollymawk,1,NA
36984,Shy / white-capped / Salvin's /  Chatham mollymawk,1,NA
36985,Cape petrel,8,NA
36986,Buller's mollymawk,1,NA
36987,Cape petrel,9,NA
36988,Buller's mollymawk,1,NA
36989,Shy / white-capped / Salvin's /  Chatham mollymawk,1,NA
36990,Cape petrel,180,NA
36991,Hutton's shearwater,20,NA
36992,Southern black-backed gull AD,50,NA
36993,Southern black-backed gull SUBAD,12,NA
36994,White-fronted tern,4,NA
36995,Spotted shag,2,NA
36996,Black-billed gull,40,NA
36997,Buller's mollymawk,8,NA
36998,Cape petrel,30,NA
36999,Prion (unidentified),50,NA
37000,Hutton's shearwater,40,NA
37001,Southern black-backed gull AD,20,NA
37002,Southern black-backed gull SUBAD,4,NA
37003,White-fronted tern,50,NA
37004,Black-billed gull,80,NA
37005,Snowy sheathbill,8,NA
37006,Buller's mollymawk,8,NA
37007,Shy / white-capped / Salvin's /  Chatham mollymawk,2,NA
37008,Cape petrel,15,NA
37009,Hutton's shearwater,25,NA
37010,White-fronted tern,30,NA
37011,Black-browed albatross sensu lato AD,1,NA
37012,Giant petrel sensu lato,3,NA
37013,Cape petrel,8,NA
37014,Stewart Island shag,1,NA
37015,Giant petrel sensu lato,3,NA
37016,Cape petrel,15,NA
37017,Giant petrel sensu lato,4,NA
37018,Cape petrel,12,NA
37019,White-fronted tern,1,NA
37020,Stewart Island shag,2,NA
37021,Buller's mollymawk,1,NA
37022,Giant petrel sensu lato,3,NA
37023,Cape petrel,6,NA
37024,Stewart Island shag,1,NA
37025,Giant petrel sensu lato,2,NA
37026,Cape petrel,6,NA
37027,Stewart Island shag,1,NA
37028,Giant petrel sensu lato,3,NA
37029,Cape petrel,12,NA
37030,Red-billed gull,2,NA
37031,Buller's mollymawk,3,NA
37032,Cape petrel,6,NA
37033,Buller's mollymawk,1,NA
37034,Cape petrel,2,NA
37035,Cape petrel,6,NA
37036,Prion (unidentified),20,NA
37037,Stewart Island shag,1,NA
37038,Southern black-backed gull AD,30,NA
37039,Southern black-backed gull SUBAD,10,NA
37040,Red-billed gull,7,NA
37041,Stewart Island shag,1,NA
37042,Spotted shag,3,NA
37043,Cape petrel,4,NA
37044,Southern black-backed gull AD,2,NA
37045,White-fronted tern,1,NA
37046,Buller's mollymawk,3,NA
37047,Cape petrel,5,NA
37048,Southern black-backed gull AD,2,NA
37049,White-fronted tern,3,NA
37050,Black-billed gull,30,NA
37051,Buller's mollymawk,5,NA
37052,Cape petrel,12,NA
37053,Hutton's shearwater,30,NA
37054,Australasian gannet AD,1,NA
37055,Southern black-backed gull AD,30,NA
37056,Southern black-backed gull SUBAD,2,NA
37057,White-fronted tern,30,NA
37058,Black-billed gull,100,NA
37059,Buller's mollymawk,3,NA
37060,Shy / white-capped / Salvin's /  Chatham mollymawk,3,NA
37061,Hutton's shearwater,40,NA
37062,Australasian gannet AD,4,NA
37063,Southern black-backed gull AD,12,NA
37064,Red-billed gull,4,NA
37065,White-fronted tern,80,NA
37066,Black-billed gull,50,NA
37067,Buller's mollymawk,2,NA
37068,Shy / white-capped / Salvin's /  Chatham mollymawk,2,NA
37069,Giant petrel sensu lato,1,NA
37070,Cape petrel,6,NA
37071,White-fronted tern,40,NA
37072,Buller's mollymawk,1,NA
