record,species,count,lat
35817,Southern black-backed gull AD,29,NA
35818,Southern black-backed gull IMM,8,NA
35819,Southern black-backed gull SUBAD,10,NA
35820,Red-billed gull,20,NA
35821,White-fronted tern,2,NA
35822,Southern black-backed gull AD,15,NA
35823,Southern black-backed gull IMM,12,NA
35824,Southern black-backed gull SUBAD,3,NA
35825,Buller's shearwater,2,NA
35826,Fluttering shearwater,3,NA
35827,Southern black-backed gull AD,3,NA
35828,Southern black-backed gull IMM,1,NA
35829,Buller's shearwater,3,NA
35830,Australasian gannet AD,2,NA
35831,Southern black-backed gull AD,6,NA
35832,Southern black-backed gull IMM,2,NA
35833,Red-billed gull,4,NA
35834,Flesh-footed shearwater,6,NA
35835,Buller's shearwater,6,NA
35836,Fluttering shearwater,2,NA
35837,Australasian gannet AD,15,NA
35838,Southern black-backed gull AD,7,NA
35839,Southern black-backed gull IMM,3,NA
35840,Flesh-footed shearwater,1,NA
35841,Southern black-backed gull AD,9,NA
35842,Southern black-backed gull IMM,7,NA
35843,Southern black-backed gull SUBAD,4,NA
35844,Red-billed gull,9,NA
35845,Buller's shearwater,1,NA
35846,Southern black-backed gull AD,3,NA
35847,Southern black-backed gull IMM,2,NA
35848,Fluttering shearwater,20,NA
35849,Southern black-backed gull AD,2,NA
35850,Southern black-backed gull IMM,8,NA
35851,Australasian gannet AD,20,NA
35852,[NO BIRDS RECORDED],NA,NA
35853,Flesh-footed shearwater,1,NA
35854,Buller's shearwater,6,NA
35855,Flesh-footed shearwater,1,NA
35856,Buller's shearwater,1,NA
35857,Buller's shearwater,4,NA
35858,Buller's shearwater,3,NA
35859,Australasian gannet AD,2,NA
35860,Buller's shearwater,2,NA
35861,Buller's shearwater,6,NA
35862,Grey noddy,7,NA
35863,Black petrel,1,NA
35864,Buller's shearwater,6,NA
35865,Grey noddy,21,NA
35866,Buller's shearwater,4,NA
35867,Grey noddy,15,NA
35868,Flesh-footed shearwater,2,NA
35869,Buller's shearwater,8,NA
35870,Australasian gannet AD,3,NA
35871,Buller's shearwater,4,NA
35872,Grey-faced petrel,3,NA
35873,Buller's shearwater,8,NA
35874,Australasian gannet AD,2,NA
35875,Pomarine skua,1,NA
35876,Grey-faced petrel,2,NA
35877,Buller's shearwater,4,NA
35878,Buller's shearwater,2,NA
35879,Australasian gannet AD,3,NA
35880,Flesh-footed shearwater,3,NA
35881,Buller's shearwater,50,NA
35882,Black-winged petrel,1,NA
35883,Grey-faced petrel,1,NA
35884,Flesh-footed shearwater,2,NA
35885,Buller's shearwater,50,NA
35886,Little shearwater,1,NA
35887,Black-winged petrel,1,NA
35888,Wandering albatross sensu lato PL3,1,NA
35889,Giant petrel sensu lato,7,NA
35890,Flesh-footed shearwater,3,NA
35891,Giant petrel sensu lato,6,NA
35892,Flesh-footed shearwater,8,NA
35893,Australasian gannet AD,1,NA
35894,Wandering albatross sensu lato PL2,1,NA
35895,Salvin's mollymawk,1,NA
35896,Giant petrel sensu lato,4,NA
35897,Black petrel,2,NA
35898,Flesh-footed shearwater,3,NA
35899,Australasian gannet AD,1,NA
35900,Wandering albatross sensu lato PL1,1,NA
35901,Wandering albatross sensu lato PL2,1,NA
35902,Giant petrel sensu lato,4,NA
35903,Grey-faced petrel,2,NA
35904,Black petrel,2,NA
35905,Flesh-footed shearwater,8,NA
35906,Wandering albatross sensu lato PL1,1,NA
35907,Wandering albatross sensu lato PL2,1,NA
35908,Giant petrel sensu lato,4,NA
35909,Grey-faced petrel,3,NA
35910,Flesh-footed shearwater,6,NA
35911,Wandering albatross sensu lato PL1,1,NA
35912,Giant petrel sensu lato,8,NA
35913,Grey-faced petrel,4,NA
35914,Flesh-footed shearwater,3,NA
35915,Wandering albatross sensu lato PL1,1,NA
35916,Wandering albatross sensu lato PL2,1,NA
35917,Wandering albatross sensu lato PL3,1,NA
35918,Giant petrel sensu lato,11,NA
35919,Grey-faced petrel,3,NA
35920,Wandering albatross sensu lato PL1,1,NA
35921,Salvin's mollymawk,4,NA
35922,Shy / white-capped / Salvin's /  Chatham mollymawk,4,NA
35923,Giant petrel sensu lato,4,NA
35924,Grey-faced petrel,3,NA
35925,Westland / White-chinned petrel,2,NA
35926,Buller's shearwater,2,NA
35927,Wandering albatross sensu lato PL1,1,NA
35928,Wandering albatross sensu lato PL2,1,NA
35929,Wandering albatross sensu lato PL3,1,NA
35930,Northern royal albatross,3,NA
35931,Salvin's mollymawk,24,NA
35932,Shy / white-capped / Salvin's /  Chatham mollymawk,22,NA
35933,Giant petrel sensu lato,4,NA
35934,Grey-faced petrel,6,NA
35935,Flesh-footed shearwater,12,NA
35936,Buller's shearwater,3,NA
35937,Wandering albatross sensu lato PL1,1,NA
35938,Northern royal albatross,2,NA
35939,Giant petrel sensu lato,4,NA
35940,Grey-faced petrel,4,NA
35941,Westland / White-chinned petrel,2,NA
35942,Flesh-footed shearwater,2,NA
35943,Wandering albatross sensu lato PL2,1,NA
35944,Northern royal albatross,1,NA
35945,Northern royal albatross,1,NA
35946,Giant petrel sensu lato,6,NA
35947,Grey-faced petrel,2,NA
35948,Flesh-footed shearwater,6,NA
35949,Giant petrel sensu lato,2,NA
35950,Grey-faced petrel,1,NA
35951,Flesh-footed shearwater,2,NA
35952,Buller's shearwater,12,NA
35953,Wandering albatross sensu lato PL3,1,NA
35954,Giant petrel sensu lato,2,NA
35955,Grey-faced petrel,1,NA
35956,Flesh-footed shearwater,1,NA
35957,Wandering albatross sensu lato PL2,1,NA
35958,Salvin's mollymawk,1,NA
35959,Giant petrel sensu lato,4,NA
35960,Flesh-footed shearwater,2,NA
35961,Little shearwater,1,NA
35962,Southern black-backed gull AD,2,NA
35963,Wandering albatross sensu lato PL1,1,NA
35964,Wandering albatross sensu lato PL3,1,NA
35965,Salvin's mollymawk,2,NA
35966,Giant petrel sensu lato,4,NA
35967,Westland / White-chinned petrel,2,NA
35968,Flesh-footed shearwater,6,NA
35969,Buller's shearwater,30,NA
35970,Little shearwater,1,NA
35971,Diving-petrel (unidentified),1,NA
35972,White-naped petrel,1,NA
35973,Wandering albatross sensu lato PL1,1,NA
35974,Wandering albatross sensu lato PL3,1,NA
35975,Northern royal albatross,5,NA
35976,Salvin's mollymawk,2,NA
35977,Giant petrel sensu lato,7,NA
35978,Buller's shearwater,16,NA
35979,Southern black-backed gull AD,1,NA
35980,Southern black-backed gull IMM,2,NA
35981,Wandering albatross sensu lato PL3,1,NA
35982,Northern royal albatross,2,NA
35983,Giant petrel sensu lato,12,NA
35984,Flesh-footed shearwater,2,NA
35985,Buller's shearwater,4,NA
35986,Southern black-backed gull IMM,1,NA
35987,Shy / white-capped / Salvin's /  Chatham mollymawk,3,NA
35988,Giant petrel sensu lato,6,NA
35989,Wandering albatross sensu lato PL2,1,NA
35990,Northern royal albatross,1,NA
35991,Salvin's mollymawk,1,NA
35992,Giant petrel sensu lato,7,NA
35993,Grey-faced petrel,1,NA
35994,Westland petrel,1,NA
35995,Northern royal albatross,2,NA
35996,Giant petrel sensu lato,3,NA
35997,Westland petrel,1,NA
35998,Flesh-footed shearwater,2,NA
35999,Northern royal albatross,1,NA
36000,Salvin's mollymawk,4,NA
36001,Shy / white-capped / Salvin's /  Chatham mollymawk,2,NA
36002,Giant petrel sensu lato,3,NA
36003,Flesh-footed shearwater,1,NA
36004,Southern black-backed gull AD,2,NA
36005,Southern black-backed gull SUBAD,1,NA
36006,White-fronted tern,4,NA
36007,Giant petrel sensu lato,6,NA
36008,Buller's shearwater,2,NA
36009,Southern black-backed gull AD,1,NA
36010,White-fronted tern,6,NA
36011,Northern royal albatross,1,NA
36012,Shy / white-capped / Salvin's /  Chatham mollymawk,1,NA
36013,Giant petrel sensu lato,2,NA
36014,Flesh-footed shearwater,2,NA
36015,Giant petrel sensu lato,3,NA
36016,Flesh-footed shearwater,2,NA
36017,Sooty shearwater,1,NA
36018,Giant petrel sensu lato,3,NA
36019,Buller's shearwater,1,NA
36020,Giant petrel sensu lato,2,NA
36021,Wandering albatross sensu lato PL3,1,NA
36022,Southern royal albatross,3,NA
36023,Northern royal albatross,1,NA
36024,Shy / white-capped / Salvin's /  Chatham mollymawk,1,NA
36025,Giant petrel sensu lato,5,NA
36026,Westland / White-chinned petrel,1,NA
36027,Flesh-footed shearwater,1,NA
36028,Buller's shearwater,1,NA
36029,Pomarine skua,1,NA
36030,Wandering albatross sensu lato PL3,1,NA
36031,Northern royal albatross,1,NA
36032,Black-browed albatross sensu lato AD,1,NA
36033,Giant petrel sensu lato,5,NA
36034,Flesh-footed shearwater,2,NA
36035,Buller's shearwater,1,NA
36036,Wandering albatross sensu lato PL3,1,NA
36037,Black-browed albatross sensu lato AD,1,NA
36038,Giant petrel sensu lato,5,NA
36039,Northern royal albatross,1,NA
36040,Giant petrel sensu lato,3,NA
36041,Westland / White-chinned petrel,1,NA
36042,Flesh-footed shearwater,1,NA
36043,Buller's shearwater,3,NA
36044,Black-winged petrel,1,NA
36045,Black-browed albatross sensu lato AD,1,NA
36046,Giant petrel sensu lato,6,NA
36047,Buller's shearwater,2,NA
36048,Black-browed albatross sensu lato AD,1,NA
36049,Giant petrel sensu lato,6,NA
36050,Flesh-footed shearwater,2,NA
36051,Buller's shearwater,1,NA
36052,Black-browed albatross sensu lato AD,1,NA
36053,Giant petrel sensu lato,4,NA
36054,Buller's shearwater,2,NA
36055,Giant petrel sensu lato,1,NA
36056,Grey-faced petrel,12,NA
36057,Flesh-footed shearwater,20,NA
36058,Buller's shearwater,6,NA
36059,Australasian gannet,80,NA
36060,Grey-faced petrel,2,NA
36061,Australasian gannet,2,NA
36062,Buller's shearwater,2,NA
36063,Grey-faced petrel,2,NA
36064,Buller's shearwater,3,NA
36065,Grey-faced petrel,2,NA
36066,Buller's shearwater,8,NA
36067,Australasian gannet AD,1,NA
36068,Grey-faced petrel,2,NA
36069,Buller's shearwater,3,NA
36070,Cook's petrel,1,NA
36071,Grey-faced petrel,1,NA
36072,Flesh-footed shearwater,1,NA
36073,Buller's shearwater,2,NA
36074,Buller's shearwater,1,NA
36075,Cook's petrel,1,NA
36076,Grey-faced petrel,1,NA
36077,Buller's shearwater,2,NA
36078,Cook's petrel,1,NA
36079,Grey-faced petrel,2,NA
36080,Buller's shearwater,2,NA
36081,Australasian gannet AD,1,NA
36082,Grey-faced petrel,2,NA
36083,Buller's shearwater,1,NA
36084,Grey-faced petrel,1,NA
36085,Grey-faced petrel,1,NA
36086,Grey-faced petrel,1,NA
36087,Buller's shearwater,2,NA
36088,Cook's petrel,2,NA
36089,Grey-faced petrel,4,NA
36090,Flesh-footed shearwater,6,NA
36091,Buller's shearwater,20,NA
36092,Australasian gannet AD,3,NA
36093,Cook's petrel,12,NA
36094,Grey-faced petrel,1,NA
36095,Flesh-footed shearwater,1,NA
36096,Australasian gannet AD,12,NA
36097,Fluttering shearwater,3000,NA
36098,White-fronted tern,50,NA
36099,Buller's shearwater,4,NA
36100,Australasian gannet AD,2,NA
36101,Grey-faced petrel,3,NA
36102,Black petrel,3,NA
36103,Flesh-footed shearwater,2,NA
36104,Buller's shearwater,3,NA
36105,Australasian gannet AD,2,NA
36106,Grey-faced petrel,3,NA
36107,Black petrel,7,NA
36108,Flesh-footed shearwater,2,NA
36109,Buller's shearwater,4,NA
36110,Australasian gannet AD,3,NA
36111,Black petrel,4,NA
36112,Flesh-footed shearwater,2,NA
36113,Australasian gannet AD,22,NA
36114,Southern black-backed gull AD,2,NA
36115,Southern black-backed gull IMM,1,NA
36116,Grey-faced petrel,1,NA
36117,Flesh-footed shearwater,2,NA
36118,Buller's shearwater,20,NA
36119,Fluttering shearwater,40,NA
36120,Diving-petrel (unidentified),2,NA
36121,Australasian gannet AD,12,NA
36122,Southern black-backed gull AD,2,NA
36123,Black petrel,1,NA
36124,Flesh-footed shearwater,30,NA
36125,Buller's shearwater,8,NA
36126,Australasian gannet AD,30,NA
36127,Flesh-footed shearwater,40,NA
36128,Buller's shearwater,6,NA
36129,Australasian gannet AD,80,NA
36130,Southern black-backed gull AD,1,NA
36131,Flesh-footed shearwater,20,NA
36132,Buller's shearwater,4,NA
36133,Australasian gannet AD,40,NA
36134,Flesh-footed shearwater,20,NA
36135,Buller's shearwater,4,NA
36136,Australasian gannet AD,200,NA
36137,Pomarine skua,1,NA
36138,Buller's shearwater,2,NA
36139,Australasian gannet AD,16,NA
36140,Flesh-footed shearwater,2,NA
36141,Australasian gannet AD,2,NA
36142,Southern black-backed gull AD,1,NA
36143,Southern black-backed gull SUBAD,2,NA
36144,Flesh-footed shearwater,2,NA
36145,Australasian gannet AD,2,NA
36146,Flesh-footed shearwater,2,NA
36147,Buller's shearwater,6,NA
36148,Australasian gannet AD,30,NA
36149,Grey-faced petrel,1,NA
36150,Buller's shearwater,2,NA
36151,Australasian gannet AD,4,NA
36152,Southern black-backed gull IMM,1,NA
36153,Flesh-footed shearwater,3,NA
36154,Buller's shearwater,2,NA
36155,Pomarine skua,1,NA
36156,Cook's petrel,2,NA
36157,Black-winged petrel,4,NA
36158,Flesh-footed shearwater,4,NA
36159,Buller's shearwater,2,NA
36160,Australasian gannet AD,6,NA
36161,Cook's petrel,3,NA
36162,Wandering albatross sensu lato PL1,1,NA
36163,Black-browed albatross sensu lato AD,1,NA
36164,Black petrel,1,NA
36165,Flesh-footed shearwater,2,NA
36166,Buller's shearwater,2,NA
36167,Black-winged petrel,5,NA
36168,Wandering albatross sensu lato PL1,1,NA
36169,Wandering albatross sensu lato PL2,1,NA
36170,Northern royal albatross,1,NA
36171,Flesh-footed shearwater,3,NA
36172,Black-winged petrel,3,NA
36173,Giant petrel sensu lato,1,NA
36174,Grey-faced petrel,1,NA
36175,Buller's shearwater,8,NA
36176,Black-winged petrel,2,NA
36177,Northern royal albatross,1,NA
36178,Black-browed albatross sensu lato AD,1,NA
36179,Buller's shearwater,6,NA
36180,Black-winged petrel,3,NA
36181,Grey-faced petrel,4,NA
36182,Buller's shearwater,30,NA
36183,Black-winged petrel,2,NA
36184,Wandering albatross sensu lato PL1,1,NA
36185,Southern royal albatross,1,NA
36186,Black-browed albatross sensu lato AD,2,NA
36187,Grey-faced petrel,3,NA
36188,Buller's shearwater,12,NA
36189,Northern royal albatross,1,NA
36190,Black-browed albatross sensu lato AD,1,NA
36191,Giant petrel sensu lato,1,NA
36192,Flesh-footed shearwater,20,NA
36193,Buller's shearwater,3,NA
36194,Australasian gannet AD,6,NA
36195,Giant petrel sensu lato,1,NA
36196,Flesh-footed shearwater,2,NA
36197,Buller's shearwater,3,NA
36198,Australasian gannet AD,1,NA
36199,Northern royal albatross,1,NA
36200,Black-browed albatross sensu lato AD,1,NA
36201,Giant petrel sensu lato,1,NA
36202,Flesh-footed shearwater,1,NA
36203,Little shearwater,2,NA
36204,Giant petrel sensu lato,3,NA
36205,Australasian gannet AD,50,NA
36206,Buller's shearwater,3,NA
36207,Cook's petrel,6,NA
36208,Buller's shearwater,2,NA
36209,Australasian gannet AD,2,NA
36210,Buller's shearwater,2,NA
36211,Grey-faced petrel,1,NA
36212,Buller's shearwater,1,NA
36213,Cook's petrel,1,NA
36214,Grey-faced petrel,2,NA
36215,Buller's shearwater,4,NA
36216,Grey noddy,3,NA
36217,Wandering albatross sensu lato PL2,1,NA
36218,Grey-faced petrel,1,NA
36219,Buller's shearwater,2,NA
36220,Wandering albatross sensu lato PL2,1,NA
36221,Grey-faced petrel,2,NA
36222,Buller's shearwater,1,NA
36223,Black-browed albatross sensu lato AD,1,NA
36224,Giant petrel sensu lato,1,NA
36225,Flesh-footed shearwater,1,NA
36226,Buller's shearwater,1,NA
36227,Black-browed albatross sensu lato AD,1,NA
36228,Flesh-footed shearwater,2,NA
36229,Grey-faced petrel,2,NA
36230,Flesh-footed shearwater,4,NA
36231,Flesh-footed shearwater,2,NA
36232,Buller's shearwater,8,NA
36233,Australasian gannet AD,4,NA
36234,Flesh-footed shearwater,2,NA
36235,Flesh-footed shearwater,2,NA
36236,Australasian gannet AD,15,NA
36237,Australasian gannet AD,2,NA
36238,Flesh-footed shearwater,1,NA
36239,Australasian gannet AD,1,NA
36240,Flesh-footed shearwater,2,NA
36241,Buller's shearwater,1,NA
36242,Australasian gannet AD,4,NA
36243,Flesh-footed shearwater,3,NA
36244,Australasian gannet AD,8,NA
36245,Cook's petrel,1,NA
36246,Grey-faced petrel,4,NA
36247,Flesh-footed shearwater,2,NA
36248,Australasian gannet AD,1,NA
36249,Grey-faced petrel,1,NA
36250,Buller's shearwater,1,NA
36251,Grey-faced petrel,1,NA
36252,Black-winged petrel,1,NA
36253,Grey-faced petrel,3,NA
36254,Black petrel,1,NA
36255,Buller's shearwater,1,NA
36256,Black-winged petrel,5,NA
36257,Giant petrel sensu lato,2,NA
36258,Black-winged petrel,1,NA
36259,Giant petrel sensu lato,2,NA
36260,Grey-faced petrel,1,NA
36261,Black petrel,1,NA
36262,Flesh-footed shearwater,2,NA
36263,Buller's shearwater,1,NA
36264,Northern royal albatross,1,NA
36265,Giant petrel sensu lato,2,NA
36266,Grey-faced petrel,2,NA
36267,Flesh-footed shearwater,6,NA
36268,Buller's shearwater,4,NA
36269,Fluttering shearwater,1,NA
36270,Australasian gannet AD,11,NA
36271,Giant petrel sensu lato,2,NA
36272,Buller's shearwater,3,NA
36273,Fluttering shearwater,2,NA
36274,Australasian gannet AD,6,NA
36275,Giant petrel sensu lato,2,NA
36276,Black petrel,1,NA
36277,Flesh-footed shearwater,50,NA
36278,Buller's shearwater,4,NA
36279,Fluttering shearwater,6,NA
36280,Diving-petrel (unidentified),2,NA
36281,Australasian gannet AD,300,NA
36282,Cook's petrel,1,NA
36283,Giant petrel sensu lato,1,NA
36284,Flesh-footed shearwater,1,NA
36285,Sooty shearwater,1,NA
36286,Giant petrel sensu lato,1,NA
36287,Flesh-footed shearwater,4,NA
36288,Fluttering shearwater,12,NA
36289,Australasian gannet AD,1,NA
36290,Giant petrel sensu lato,3,NA
36291,Flesh-footed shearwater,6,NA
36292,Australasian gannet AD,3,NA
36293,Giant petrel sensu lato,3,NA
36294,Flesh-footed shearwater,2,NA
36295,Buller's shearwater,1,NA
36296,Flesh-footed shearwater,5,NA
36297,Giant petrel sensu lato,9,NA
36298,Flesh-footed shearwater,4,NA
36299,Giant petrel sensu lato,6,NA
36300,Flesh-footed shearwater,1,NA
36301,Buller's shearwater,1,NA
36302,Northern royal albatross,1,NA
36303,Giant petrel sensu lato,6,NA
36304,Flesh-footed shearwater,1,NA
36305,Australasian gannet AD,1,NA
36306,Giant petrel sensu lato,4,NA
36307,Flesh-footed shearwater,4,NA
36308,Buller's shearwater,1,NA
36309,Giant petrel sensu lato,8,NA
36310,Flesh-footed shearwater,1,NA
36311,Wandering albatross sensu lato PL1,1,NA
36312,Wandering albatross sensu lato PL2,1,NA
36313,Giant petrel sensu lato,5,NA
36314,Buller's shearwater,2,NA
36315,Australasian gannet AD,2,NA
36316,Giant petrel sensu lato,5,NA
36317,Flesh-footed shearwater,2,NA
36318,Australasian gannet AD,2,NA
36319,Giant petrel sensu lato,4,NA
36320,Westland / White-chinned petrel,1,NA
36321,Australasian gannet AD,2,NA
36322,Wandering albatross sensu lato PL3,1,NA
36323,Giant petrel sensu lato,4,NA
36324,Grey-faced petrel,2,NA
36325,Buller's shearwater,2,NA
36326,Giant petrel sensu lato,7,NA
36327,Grey-faced petrel,2,NA
36328,Westland / White-chinned petrel,4,NA
36329,Flesh-footed shearwater,3,NA
36330,Giant petrel sensu lato,8,NA
36331,Giant petrel sensu lato,9,NA
36332,Flesh-footed shearwater,1,NA
36333,Subantarctic skua,1,NA
36334,Wandering albatross sensu lato PL1,4,NA
36335,Wandering albatross sensu lato PL2,4,NA
36336,Wandering albatross sensu lato PL3,1,NA
36337,Southern royal albatross,2,NA
36338,Black-browed albatross sensu lato SUBAD,3,NA
36339,Giant petrel sensu lato,9,NA
36340,Grey-faced petrel,3,NA
36341,Prion (unidentified),30,NA
36342,Wandering albatross sensu lato PL1,3,NA
36343,Wandering albatross sensu lato PL2,4,NA
36344,Northern royal albatross,1,NA
36345,Black-browed albatross sensu lato AD,3,NA
36346,Black-browed albatross sensu lato SUBAD,2,NA
36347,Salvin's mollymawk,1,NA
36348,Shy / white-capped / Salvin's /  Chatham mollymawk,1,NA
36349,Giant petrel sensu lato,8,NA
36350,Grey-faced petrel,12,NA
36351,Prion (unidentified),100,NA
36352,Wandering albatross sensu lato PL1,3,NA
36353,Wandering albatross sensu lato PL2,3,NA
36354,Wandering albatross sensu lato PL3,2,NA
36355,Wandering albatross sensu lato PL4,1,NA
36356,Southern royal albatross,1,NA
36357,Black-browed albatross sensu lato AD,2,NA
36358,Black-browed albatross sensu lato SUBAD,1,NA
36359,Giant petrel sensu lato,8,NA
36360,Grey-faced petrel,9,NA
36361,Prion (unidentified),50,NA
36362,Sooty shearwater,2,NA
36363,Wandering albatross sensu lato PL1,2,NA
36364,Wandering albatross sensu lato PL2,3,NA
36365,Wandering albatross sensu lato PL3,3,NA
36366,Wandering albatross sensu lato PL4,2,NA
36367,Black-browed albatross sensu lato AD,2,NA
36368,Shy / white-capped / Salvin's /  Chatham mollymawk,1,NA
36369,Giant petrel sensu lato,6,NA
36370,Grey-faced petrel,6,NA
36371,Prion (unidentified),30,NA
36372,Sooty shearwater,3,NA
36373,Arctic skua,1,NA
36374,Wandering albatross sensu lato PL1,1,NA
36375,Wandering albatross sensu lato PL2,2,NA
36376,Wandering albatross sensu lato PL3,1,NA
36377,Black-browed albatross sensu lato AD,1,NA
36378,Giant petrel sensu lato,8,NA
36379,Grey-faced petrel,3,NA
36380,Prion (unidentified),20,NA
36381,Sooty shearwater,2,NA
36382,Wandering albatross sensu lato PL1,4,NA
36383,Wandering albatross sensu lato PL2,1,NA
36384,Wandering albatross sensu lato PL3,1,NA
36385,Northern royal albatross,1,NA
36386,Black-browed albatross sensu lato AD,1,NA
36387,Giant petrel sensu lato,9,NA
36388,Grey-faced petrel,12,NA
36389,Prion (unidentified),30,NA
36390,Wandering albatross sensu lato PL1,2,NA
36391,Wandering albatross sensu lato PL2,4,NA
36392,Wandering albatross sensu lato PL3,1,NA
36393,Northern royal albatross,1,NA
36394,Black-browed albatross sensu lato AD,1,NA
36395,Buller's mollymawk,1,NA
36396,Giant petrel sensu lato,10,NA
36397,Grey-faced petrel,15,NA
36398,Prion (unidentified),20,NA
36399,Australasian gannet AD,1,NA
36400,Cook's petrel,1,NA
36401,Wandering albatross sensu lato PL1,4,NA
36402,Wandering albatross sensu lato PL2,3,NA
36403,Wandering albatross sensu lato PL3,1,NA
36404,Northern royal albatross,1,NA
36405,Giant petrel sensu lato,9,NA
36406,Grey-faced petrel,9,NA
36407,Prion (unidentified),30,NA
36408,Sooty shearwater,1,NA
36409,Wandering albatross sensu lato PL1,3,NA
36410,Wandering albatross sensu lato PL2,3,NA
36411,Giant petrel sensu lato,6,NA
36412,Grey-faced petrel,6,NA
36413,Prion (unidentified),11,NA
36414,Westland / White-chinned petrel,2,NA
36415,Wandering albatross sensu lato PL1,6,NA
36416,Wandering albatross sensu lato PL2,4,NA
36417,Black-browed albatross sensu lato AD,1,NA
36418,Giant petrel sensu lato,4,NA
36419,Grey-faced petrel,6,NA
36420,Westland / White-chinned petrel,3,NA
36421,Subantarctic skua,1,NA
36422,Wandering albatross sensu lato PL1,5,NA
36423,Wandering albatross sensu lato PL2,3,NA
36424,Wandering albatross sensu lato PL3,1,NA
36425,Southern royal albatross,1,NA
36426,Black-browed albatross sensu lato AD,1,NA
36427,Giant petrel sensu lato,3,NA
36428,Grey-faced petrel,6,NA
36429,Pomarine skua LGHT,2,NA
36430,Wandering albatross sensu lato PL1,4,NA
36431,Wandering albatross sensu lato PL2,3,NA
36432,Southern royal albatross,1,NA
36433,Black-browed albatross sensu lato AD,1,NA
36434,Shy / white-capped / Salvin's /  Chatham mollymawk,1,NA
36435,Grey-faced petrel,1,NA
36436,Arctic skua,5,NA
36437,Wandering albatross sensu lato PL1,5,NA
36438,Wandering albatross sensu lato PL2,2,NA
36439,Wandering albatross sensu lato PL3,1,NA
36440,Southern royal albatross,1,NA
36441,Shy / white-capped / Salvin's /  Chatham mollymawk,2,NA
36442,Giant petrel sensu lato,6,NA
36443,Prion (unidentified),50,NA
36444,Westland / White-chinned petrel,7,NA
36445,Sooty shearwater,1,NA
36446,Wandering albatross sensu lato PL1,6,NA
36447,Wandering albatross sensu lato PL2,3,NA
36448,Wandering albatross sensu lato PL3,1,NA
36449,Shy / white-capped / Salvin's /  Chatham mollymawk,1,NA
36450,Giant petrel sensu lato,6,NA
36451,Cape petrel,2,NA
36452,Prion (unidentified),6,NA
36453,Flesh-footed shearwater,1,NA
36454,Sooty shearwater,2,NA
36455,Fluttering / Hutton's shearwater,1,NA
36456,Wandering albatross sensu lato PL2,1,NA
36457,Shy / white-capped / Salvin's /  Chatham mollymawk,1,NA
36458,Giant petrel sensu lato,7,NA
36459,Sooty shearwater,13,NA
36460,Hutton's shearwater,23,NA
36461,Wandering albatross sensu lato PL2,1,NA
36462,Giant petrel sensu lato,7,NA
36463,Sooty shearwater,2,NA
36464,Fluttering shearwater,7,NA
36465,Hutton's shearwater,25,NA
36466,Australasian gannet IMM,1,NA
36467,Giant petrel sensu lato,7,NA
36468,Cape petrel,2,NA
36469,Sooty shearwater,2,NA
36470,Hutton's shearwater,200,NA
36471,Southern black-backed gull IMM,1,NA
36472,Giant petrel sensu lato,4,NA
36473,Southern black-backed gull AD,2,NA
36474,Southern black-backed gull IMM,3,NA
36475,Southern black-backed gull SUBAD,2,NA
36476,Spotted shag,4,NA
36477,Giant petrel sensu lato,2,NA
36478,Southern black-backed gull SUBAD,1,NA
36479,[NO BIRDS RECORDED],NA,NA
36480,[NO BIRDS RECORDED],NA,NA
36481,Shy / white-capped / Salvin's /  Chatham mollymawk,1,NA
36482,Giant petrel sensu lato,1,NA
36483,Shy / white-capped / Salvin's /  Chatham mollymawk,1,NA
36484,Prion (unidentified),1,NA
36485,Prion (unidentified),30,NA
36486,Prion (unidentified),2,NA
36487,Giant petrel sensu lato,3,NA
36488,Giant petrel sensu lato,3,NA
36489,Prion (unidentified),3,NA
36490,[NO BIRDS RECORDED],NA,NA
36491,Giant petrel sensu lato,1,NA
36492,Shy / white-capped / Salvin's /  Chatham mollymawk,1,NA
36493,Giant petrel sensu lato,1,NA
36494,Grey-faced petrel,1,NA
36495,Giant petrel sensu lato,1,NA
36496,Australasian gannet AD,4,NA
36497,Giant petrel sensu lato,1,NA
36498,Australasian gannet,2,NA
36499,Fluttering shearwater,2,NA
36500,Australasian gannet AD,1,NA
36501,Black shag,1,NA
36502,Giant petrel sensu lato,1,NA
36503,Southern black-backed gull SUBAD,1,NA
36504,Flesh-footed shearwater,8,NA
36505,Australasian gannet AD,1,NA
36506,Giant petrel sensu lato,1,NA
36507,Australasian gannet AD,2,NA
36508,Flesh-footed shearwater,2,NA
36509,Fluttering shearwater,400,NA
36510,Little shearwater,2,NA
36511,Australasian gannet AD,1,NA
36512,Southern black-backed gull AD,3,NA
36513,Southern black-backed gull IMM,4,NA
36514,Southern black-backed gull SUBAD,3,NA
36515,[NO BIRDS RECORDED],NA,NA
36516,Australasian gannet AD,2,NA
36517,[NO BIRDS RECORDED],NA,NA
36518,[NO BIRDS RECORDED],NA,NA
36519,Buller's shearwater,1,NA
36520,[NO BIRDS RECORDED],NA,NA
36521,[NO BIRDS RECORDED],NA,NA
36522,Australasian gannet AD,7,NA
36523,Buller's shearwater,1,NA
36524,Australasian gannet AD,7,NA
36525,Pomarine skua,1,NA
36526,Grey-faced petrel,2,NA
36527,Buller's shearwater,2,NA
36528,Australasian gannet AD,1,NA
36529,Black-winged petrel,1,NA
36530,Grey-faced petrel,4,NA
36531,Flesh-footed shearwater,1,NA
